Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Retirement Month,Retirement Year,County,Latitude,Longitude,Google Map,Bing Map,Balancing Authority Code
16183,Rochester Gas & Electric Corp,2644,Rochester 9,Electric Utility,NY,2,,19.0,14.0,19.2,Natural Gas Fired Combustion Turbine,NG,GT,11,1969,2,2014,Monroe,43.151000,-77.660100,Map,Map,NYIS
3542,Duke Energy Ohio Inc,2830,Walter C Beckjord,Electric Utility,OH,4,,163.2,150.0,150.0,Conventional Steam Coal,BIT,ST,7,1958,2,2014,Clermont,38.991700,-84.298100,Map,Map,PJM
9617,JEA,7705,Girvin Landfill,Electric Utility,FL,1,,3.0,3.0,3.0,Landfill Gas,LFG,IC,7,1997,2,2014,Duval,30.335600,-81.463900,Map,Map,JEA
4362,Corn Belt Energy Corporation,7891,Gillum,Electric Utility,IL,1,,2.0,1.8,1.8,Petroleum Liquids,DFO,IC,6,2000,2,2014,McLean,40.472800,-88.991900,Map,Map,MISO
4362,Corn Belt Energy Corporation,7891,Gillum,Electric Utility,IL,2,,2.0,1.8,1.8,Petroleum Liquids,DFO,IC,6,2000,2,2014,McLean,40.472800,-88.991900,Map,Map,MISO
12411,Miami Dade Water & Sewer Dept,54624,South District Wastewater Treatment Plt,Commercial CHP,FL,1,,0.9,0.8,0.8,All Other,OTH,OT,3,1991,2,2014,Miami Dade,25.549834,-80.336250,Map,Map,FPL
15452,PSEG Power Connecticut LLC,568,Bridgeport Station,IPP Non-CHP,CT,2,,163.0,130.5,146.2,Petroleum Liquids,RFO,ST,8,1961,1,2014,Fairfield,41.170600,-73.184400,Map,Map,ISNE
9332,Indian River Operations Inc,594,Indian River Generating Station,IPP Non-CHP,DE,3,,176.8,165.0,165.0,Conventional Steam Coal,BIT,ST,3,1970,1,2014,Sussex,38.585700,-75.234100,Map,Map,PJM
19547,Hawaiian Electric Co Inc,764,Honolulu,Electric Utility,HI,H8,,50.0,48.6,48.6,Petroleum Liquids,RFO,ST,12,1954,1,2014,Honolulu,21.306800,-157.881900,Map,Map,
19547,Hawaiian Electric Co Inc,764,Honolulu,Electric Utility,HI,H9,,54.4,51.7,51.7,Petroleum Liquids,RFO,ST,11,1957,1,2014,Honolulu,21.306800,-157.881900,Map,Map,
3900,City of Coggon - (IA),1132,Coggon,Electric Utility,IA,4,,0.6,0.6,0.6,Petroleum Liquids,DFO,IC,10,1987,1,2014,Linn,42.280827,-91.532710,Map,Map,MISO
911,City of Ashland - (KS),1259,Ashland,Electric Utility,KS,4,,1.2,1.1,1.1,Petroleum Liquids,DFO,IC,4,1958,1,2014,Clark,37.193787,-99.763070,Map,Map,SWPP
7651,Greenwood Utilities Comm,2063,Wright,Electric Utility,MS,W1,,7.5,8.3,8.3,Natural Gas Steam Turbine,NG,ST,2,1948,1,2014,Leflore,33.516583,-90.183340,Map,Map,MISO
7651,Greenwood Utilities Comm,2063,Wright,Electric Utility,MS,W2,,5.0,5.3,5.3,Natural Gas Steam Turbine,NG,ST,6,1952,1,2014,Leflore,33.516583,-90.183340,Map,Map,MISO
7651,Greenwood Utilities Comm,2063,Wright,Electric Utility,MS,W3,,5.0,5.3,5.3,Natural Gas Steam Turbine,NG,ST,4,1955,1,2014,Leflore,33.516583,-90.183340,Map,Map,MISO
2010,City of Bountiful,3665,Bountiful City,Electric Utility,UT,IC8,,7.0,7.0,7.0,Natural Gas Internal Combustion Engine,NG,IC,10,1986,1,2014,Davis,40.886867,-111.885300,Map,Map,PACE
4362,Corn Belt Energy Corporation,7888,Parkside,Electric Utility,IL,2,,2.0,1.8,1.8,Petroleum Liquids,DFO,IC,7,2000,1,2014,McLean,40.530800,-88.983900,Map,Map,MISO
4362,Corn Belt Energy Corporation,7888,Parkside,Electric Utility,IL,3,,2.0,1.8,1.8,Petroleum Liquids,DFO,IC,7,2000,1,2014,McLean,40.530800,-88.983900,Map,Map,MISO
4362,Corn Belt Energy Corporation,7888,Parkside,Electric Utility,IL,4,,2.0,1.8,1.8,Petroleum Liquids,DFO,IC,6,2002,1,2014,McLean,40.530800,-88.983900,Map,Map,MISO
327,Air Liquide Large Industries U S LP,10298,Bayou Cogen Plant,Industrial Non-CHP,TX,GEN1,,75.0,65.0,85.0,Natural Gas Fired Combustion Turbine,NG,GT,12,1984,1,2014,Harris,29.622500,-95.045800,Map,Map,ERCO
56467,Ampersand Gilman Hydro LP,10608,Gilman Mill,IPP Non-CHP,VT,GEN5,,4.0,3.7,3.8,Wood/Wood Waste Biomass,WDS,ST,2,1982,1,2014,Essex,44.412200,-71.722800,Map,Map,ISNE
5050,Energy Operation Group,10850,Mojave Cogen,IPP CHP,CA,GEN1,CC1,41.1,41.0,42.0,Natural Gas Fired Combined Cycle,NG,CT,7,1990,1,2014,Kern,35.032045,-117.701200,Map,Map,CISO
5050,Energy Operation Group,10850,Mojave Cogen,IPP CHP,CA,GEN2,CC1,16.0,15.3,16.0,Natural Gas Fired Combined Cycle,NG,CA,7,1990,1,2014,Kern,35.032045,-117.701200,Map,Map,CISO
4129,Colmac Clarion Inc,54144,Piney Creek Project,IPP Non-CHP,PA,GEN1,,36.2,32.5,32.5,Conventional Steam Coal,WC,ST,11,1992,1,2014,CLARION,41.176400,-79.441400,Map,Map,PJM
24205,Sinclair Oil Corp,54374,Sinclair Oil Refinery,Industrial CHP,WY,NO1,,0.4,0.4,0.4,Natural Gas Steam Turbine,NG,ST,1,1925,1,2014,Carbon,41.779520,-107.109700,Map,Map,PACE
58549,County of Alameda GSA,58625,Santa Rita Jail Hybrid,IPP CHP,CA,SRJPV,,0.8,0.7,0.5,Solar Photovoltaic,SUN,PV,9,2001,1,2014,Alameda,37.719167,-121.886900,Map,Map,CISO
59606,Westminster Place,59830,Westminster Place,Commercial Non-CHP,IL,GEN1,,2.4,2.4,2.4,Natural Gas Fired Combustion Turbine,NG,GT,1,2001,1,2014,Cook,42.057403,-87.722260,Map,Map,PJM
814,Entergy Arkansas LLC,167,Cecil Lynch,Electric Utility,AR,3,,156.2,110.0,110.0,Natural Gas Steam Turbine,NG,ST,6,1954,12,2013,Pulaski,34.753500,-92.198700,Map,Map,MISO
814,Entergy Arkansas LLC,169,Harvey Couch,Electric Utility,AR,2,,156.2,123.0,123.0,Natural Gas Steam Turbine,NG,ST,8,1954,12,2013,Lafayette,33.359200,-93.464900,Map,Map,MISO
814,Entergy Arkansas LLC,170,Lake Catherine,Electric Utility,AR,1,,40.0,47.0,47.0,Natural Gas Steam Turbine,NG,ST,4,1950,12,2013,Hot Spring,34.434100,-92.904900,Map,Map,MISO
814,Entergy Arkansas LLC,170,Lake Catherine,Electric Utility,AR,2,,40.0,45.0,47.0,Natural Gas Steam Turbine,NG,ST,8,1950,12,2013,Hot Spring,34.434100,-92.904900,Map,Map,MISO
814,Entergy Arkansas LLC,170,Lake Catherine,Electric Utility,AR,3,,119.5,96.0,96.0,Natural Gas Steam Turbine,NG,ST,4,1953,12,2013,Hot Spring,34.434100,-92.904900,Map,Map,MISO
814,Entergy Arkansas LLC,171,Mabelvale,Electric Utility,AR,2,,19.5,14.0,16.0,Natural Gas Fired Combustion Turbine,NG,GT,12,1970,12,2013,Pulaski,34.635997,-92.409600,Map,Map,MISO
814,Entergy Arkansas LLC,171,Mabelvale,Electric Utility,AR,4,,19.5,14.0,16.0,Natural Gas Fired Combustion Turbine,NG,GT,12,1970,12,2013,Pulaski,34.635997,-92.409600,Map,Map,MISO
56146,"Black Hills Colorado Electric, LLC",460,Pueblo,Electric Utility,CO,5,,7.5,7.0,7.0,Natural Gas Steam Turbine,NG,ST,7,2001,12,2013,Pueblo,38.266700,-104.614400,Map,Map,PSCO
56146,"Black Hills Colorado Electric, LLC",460,Pueblo,Electric Utility,CO,6,,15.0,15.0,15.0,Natural Gas Steam Turbine,NG,ST,7,1949,12,2013,Pueblo,38.266700,-104.614400,Map,Map,PSCO
56146,"Black Hills Colorado Electric, LLC",462,W N Clark,Electric Utility,CO,1,,18.7,16.0,16.0,Conventional Steam Coal,BIT,ST,9,1955,12,2013,Fremont,38.434400,-105.250000,Map,Map,PSCO
56146,"Black Hills Colorado Electric, LLC",462,W N Clark,Electric Utility,CO,2,,25.0,24.9,24.9,Conventional Steam Coal,BIT,ST,1,1959,12,2013,Fremont,38.434400,-105.250000,Map,Map,PSCO
15466,Public Service Co of Colorado,465,Arapahoe,Electric Utility,CO,3,,40.0,35.0,40.0,Conventional Steam Coal,SUB,ST,6,1951,12,2013,Denver,39.670000,-105.002800,Map,Map,PSCO
15466,Public Service Co of Colorado,465,Arapahoe,Electric Utility,CO,4,,112.5,109.0,109.0,Conventional Steam Coal,SUB,ST,6,1955,12,2013,Denver,39.670000,-105.002800,Map,Map,PSCO
6452,Florida Power & Light Co,621,Turkey Point,Electric Utility,FL,ST2,,402.0,392.0,394.0,Petroleum Liquids,RFO,ST,4,1968,12,2013,Miami Dade,25.435600,-80.330800,Map,Map,FPL
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,10,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,1,1967,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,11,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,1,1967,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,3,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,1,1946,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,4,,1.0,1.0,1.0,Petroleum Liquids,DFO,IC,1,1950,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,6,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,1,1955,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,7,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,1,1956,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,8,,1.1,1.1,1.1,Petroleum Liquids,DFO,IC,1,1960,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,679,Smith Street,Electric Utility,FL,9,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,1,1967,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,681,W E Swoope,Electric Utility,FL,2,,0.9,0.9,0.9,Petroleum Liquids,DFO,IC,11,1981,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,681,W E Swoope,Electric Utility,FL,3,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,12,1982,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
56152,New Smyrna Beach Utilities Commission,681,W E Swoope,Electric Utility,FL,4,,2.2,2.2,2.2,Petroleum Liquids,DFO,IC,12,1982,12,2013,Volusia,29.021900,-80.964400,Map,Map,NSB
18445,City of Tallahassee - (FL),689,S O Purdom,Electric Utility,FL,7,,50.0,48.0,48.0,Natural Gas Steam Turbine,NG,ST,6,1966,12,2013,Wakulla,30.162304,-84.200670,Map,Map,TAL
15686,Village of Rantoul - (IL),958,Rantoul,Electric Utility,IL,1,,1.2,0.7,0.8,Petroleum Liquids,DFO,IC,1,1951,12,2013,Champaign,40.312222,-88.159440,Map,Map,MISO
10542,La Porte City Utilities,1156,La Porte,Electric Utility,IA,2,,1.1,1.1,1.1,Petroleum Liquids,DFO,IC,10,1963,12,2013,Black Hawk,42.315900,-92.192800,Map,Map,MISO
10542,La Porte City Utilities,1156,La Porte,Electric Utility,IA,5,,0.8,0.8,0.8,Petroleum Liquids,DFO,IC,9,1956,12,2013,Black Hawk,42.315900,-92.192800,Map,Map,MISO
8490,City of Herington - (KS),1283,Herington,Electric Utility,KS,1,,2.1,1.6,1.8,Petroleum Liquids,DFO,IC,2,1968,12,2013,Dickinson,38.665800,-96.949200,Map,Map,SWPP
8490,City of Herington - (KS),1283,Herington,Electric Utility,KS,2,,1.4,1.0,1.1,Petroleum Liquids,DFO,IC,5,1962,12,2013,Dickinson,38.665800,-96.949200,Map,Map,SWPP
8490,City of Herington - (KS),1283,Herington,Electric Utility,KS,3,,4.3,3.1,3.5,Petroleum Liquids,DFO,IC,5,1973,12,2013,Dickinson,38.665800,-96.949200,Map,Map,SWPP
8490,City of Herington - (KS),1283,Herington,Electric Utility,KS,5,,1.1,0.9,1.0,Petroleum Liquids,DFO,IC,4,1951,12,2013,Dickinson,38.665800,-96.949200,Map,Map,SWPP
12524,Midwest Energy Inc,1334,Great Bend - Midwest Energy,Electric Utility,KS,1,,1.0,1.0,1.0,Natural Gas Internal Combustion Engine,NG,IC,1,1947,12,2013,Barton,38.370800,-98.783100,Map,Map,SWPP
12524,Midwest Energy Inc,1334,Great Bend - Midwest Energy,Electric Utility,KS,2,,1.0,1.0,1.0,Natural Gas Internal Combustion Engine,NG,IC,1,1947,12,2013,Barton,38.370800,-98.783100,Map,Map,SWPP
12524,Midwest Energy Inc,1334,Great Bend - Midwest Energy,Electric Utility,KS,3,,1.0,1.0,1.0,Natural Gas Internal Combustion Engine,NG,IC,1,1949,12,2013,Barton,38.370800,-98.783100,Map,Map,SWPP
12524,Midwest Energy Inc,1334,Great Bend - Midwest Energy,Electric Utility,KS,4,,1.0,1.0,1.0,Natural Gas Internal Combustion Engine,NG,IC,1,1949,12,2013,Barton,38.370800,-98.783100,Map,Map,SWPP
12524,Midwest Energy Inc,1334,Great Bend - Midwest Energy,Electric Utility,KS,5,,3.0,3.0,3.0,Natural Gas Internal Combustion Engine,NG,IC,1,1954,12,2013,Barton,38.370800,-98.783100,Map,Map,SWPP
18315,Sunflower Electric Power Corp,1336,Garden City,Electric Utility,KS,GC3,,11.5,8.7,8.7,Natural Gas Steam Turbine,NG,ST,5,1962,12,2013,Finney,37.970300,-100.895600,Map,Map,SWPP
10171,Kentucky Utilities Co,1358,Haefling,Electric Utility,KY,3,,20.7,12.0,14.0,Natural Gas Fired Combustion Turbine,NG,GT,10,1970,12,2013,Fayette,38.079400,-84.519400,Map,Map,LGEE
1009,City of Austin - (MN),1960,Austin Downtown,Electric Utility,MN,5,,6.0,5.4,5.4,Natural Gas Fired Combustion Turbine,NG,GT,6,1961,12,2013,Mower,43.670638,-92.969280,Map,Map,MISO
5860,Empire District Electric Co,2076,Asbury,Electric Utility,MO,2,,18.7,14.5,14.5,Conventional Steam Coal,SUB,ST,4,1986,12,2013,Jasper,37.361315,-94.589260,Map,Map,SWPP
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,1,,1.2,1.0,1.0,Petroleum Liquids,DFO,IC,8,1967,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,10,,1.3,1.1,1.1,Petroleum Liquids,DFO,IC,4,1984,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,11,,1.0,1.0,1.0,Petroleum Liquids,DFO,IC,7,1993,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,12,,1.0,1.0,1.0,Petroleum Liquids,DFO,IC,7,1993,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,4A,,1.2,1.0,1.0,Petroleum Liquids,DFO,IC,8,1996,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,5A,,1.2,1.0,1.0,Petroleum Liquids,DFO,IC,8,1996,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,8,,1.0,0.8,0.8,Petroleum Liquids,DFO,IC,8,1957,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
19722,City of Vandalia - (MO),2165,Vandalia,Electric Utility,MO,9,,1.4,1.1,1.1,Petroleum Liquids,DFO,IC,6,1977,12,2013,Audrain,39.203600,-91.861000,Map,Map,AECI
803,Arizona Public Service Co,2442,Four Corners,Electric Utility,NM,1,,190.0,170.0,170.0,Conventional Steam Coal,BIT,ST,5,1963,12,2013,San Juan,36.690000,-108.481400,Map,Map,AZPS
803,Arizona Public Service Co,2442,Four Corners,Electric Utility,NM,2,,190.0,170.0,170.0,Conventional Steam Coal,BIT,ST,6,1963,12,2013,San Juan,36.690000,-108.481400,Map,Map,AZPS
803,Arizona Public Service Co,2442,Four Corners,Electric Utility,NM,3,,253.4,220.0,220.0,Conventional Steam Coal,BIT,ST,8,1964,12,2013,San Juan,36.690000,-108.481400,Map,Map,AZPS
1299,"Barton Village, Inc",3753,West Charleston,Electric Utility,VT,IC3,,1.4,0.9,0.9,Petroleum Liquids,DFO,IC,7,1956,12,2013,Orleans,44.887379,-72.055360,Map,Map,ISNE
1299,"Barton Village, Inc",3753,West Charleston,Electric Utility,VT,IC4,,1.4,0.9,0.9,Petroleum Liquids,DFO,IC,7,1956,12,2013,Orleans,44.887379,-72.055360,Map,Map,ISNE
55983,Luminant Generation Company LLC,8063,DeCordova Steam Electric Station,IPP Non-CHP,TX,1,,799.2,771.0,771.0,Natural Gas Steam Turbine,NG,ST,5,1975,12,2013,Hood,32.403056,-97.700560,Map,Map,ERCO
12971,Worcester Energy Partners Inc,10165,Worcester Energy,IPP Non-CHP,ME,GEN1,,7.2,4.0,7.0,Wood/Wood Waste Biomass,WDS,ST,3,1989,12,2013,Washington,44.735300,-68.032500,Map,Map,ISNE
12971,Worcester Energy Partners Inc,10165,Worcester Energy,IPP Non-CHP,ME,GEN2,,18.6,13.0,15.0,Wood/Wood Waste Biomass,WDS,ST,3,1989,12,2013,Washington,44.735300,-68.032500,Map,Map,ISNE
57239,Guadalupe Power LLC,10390,Guadalupe Power Plant,IPP Non-CHP,CA,1,,0.5,0.5,0.5,Landfill Gas,LFG,IC,10,1983,12,2013,Santa Clara,37.214700,-121.901900,Map,Map,CISO
57239,Guadalupe Power LLC,10390,Guadalupe Power Plant,IPP Non-CHP,CA,2,,0.5,0.5,0.5,Landfill Gas,LFG,IC,10,1983,12,2013,Santa Clara,37.214700,-121.901900,Map,Map,CISO
57239,Guadalupe Power LLC,10390,Guadalupe Power Plant,IPP Non-CHP,CA,3,,0.5,0.5,0.5,Landfill Gas,LFG,IC,10,1983,12,2013,Santa Clara,37.214700,-121.901900,Map,Map,CISO
57239,Guadalupe Power LLC,10390,Guadalupe Power Plant,IPP Non-CHP,CA,4,,1.1,1.0,1.0,Landfill Gas,LFG,IC,5,1987,12,2013,Santa Clara,37.214700,-121.901900,Map,Map,CISO
56448,MFGR LLC,10700,Red Shield Envir Old Town Facility,Industrial CHP,ME,TG2,,3.0,3.0,3.0,Petroleum Liquids,RFO,ST,7,1956,12,2013,Penobscot,44.918063,-68.635540,Map,Map,ISNE
56448,MFGR LLC,10700,Red Shield Envir Old Town Facility,Industrial CHP,ME,TG5,,9.5,8.8,9.5,Natural Gas Fired Combustion Turbine,NG,GT,12,2002,12,2013,Penobscot,44.918063,-68.635540,Map,Map,ISNE
20508,WestRock Corp,50900,Covington Facility,Industrial CHP,VA,GEN2,,10.5,10.5,10.5,Conventional Steam Coal,BIT,ST,1,1946,12,2013,Covington City,37.799722,-79.994700,Map,Map,PJM
12827,Montclair State Univ Cogen,54708,Montclair Cogen Facility,Commercial CHP,NJ,1,,4.1,3.7,4.3,Natural Gas Fired Combustion Turbine,NG,GT,7,1993,12,2013,Essex,40.865724,-74.194530,Map,Map,PJM
54844,Modern Power LLC,55142,Modern Landfill Production Plant,IPP Non-CHP,PA,GEN2,,3.0,3.0,3.0,Landfill Gas,LFG,IC,5,1998,12,2013,York,39.957800,-76.740800,Map,Map,PJM
15222,"Ponnequin Acquisitions, LLC",55203,Ponnequin Phase 1,IPP Non-CHP,CO,EXIS,,5.2,5.2,5.2,Onshore Wind Turbine,WND,WT,3,1998,12,2013,Weld,40.996160,-104.824900,Map,Map,PSCO
10878,Leviton Manufacturing Inc,55637,Leviton Manufacturing,Industrial Non-CHP,TX,GEN1,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,5,2000,12,2013,EL PASO,31.897800,-106.578100,Map,Map,EPE
40,Hospira Inc,55788,Hospira Inc,Industrial Non-CHP,NY,GEN1,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,1,1995,12,2013,ERIE,42.916700,-78.733300,Map,Map,NYIS
40,Hospira Inc,55788,Hospira Inc,Industrial Non-CHP,NY,GEN2,,1.1,1.1,1.1,Natural Gas Internal Combustion Engine,NG,IC,1,1995,12,2013,ERIE,42.916700,-78.733300,Map,Map,NYIS
57207,"HC-50 MAIN STREET, LLC",55829,Millinocket Mill,Industrial CHP,ME,M1S1,,15.6,14.5,14.7,Petroleum Liquids,RFO,ST,7,1957,12,2013,Penobscot,45.647372,-68.706860,Map,Map,ISNE
57207,"HC-50 MAIN STREET, LLC",55829,Millinocket Mill,Industrial CHP,ME,M1S2,,15.6,14.5,14.7,Petroleum Liquids,RFO,ST,7,1957,12,2013,Penobscot,45.647372,-68.706860,Map,Map,ISNE
57207,"HC-50 MAIN STREET, LLC",55829,Millinocket Mill,Industrial CHP,ME,M1S3,,31.5,29.3,29.6,Petroleum Liquids,RFO,ST,7,1968,12,2013,Penobscot,45.647372,-68.706860,Map,Map,ISNE
57207,"HC-50 MAIN STREET, LLC",55829,Millinocket Mill,Industrial CHP,ME,M1S4,,23.5,21.8,22.0,Petroleum Liquids,RFO,ST,7,1970,12,2013,Penobscot,45.647372,-68.706860,Map,Map,ISNE
49841,Colville Indian Plywood & Veneer,56191,Colville Indian Plywood & Veneer,Industrial Non-CHP,WA,Gen1,,6.3,5.0,6.0,Wood/Wood Waste Biomass,WDS,ST,11,2002,12,2013,Okanogan,48.399007,-119.508900,Map,Map,DOPD
49841,Colville Indian Plywood & Veneer,56191,Colville Indian Plywood & Veneer,Industrial Non-CHP,WA,Gen2,,9.4,7.5,8.0,Wood/Wood Waste Biomass,WDS,ST,4,2002,12,2013,Okanogan,48.399007,-119.508900,Map,Map,DOPD
54767,West Texas Renewables LP,56402,Westex Windpower Facility,IPP Non-CHP,TX,1,,7.0,7.0,7.0,Onshore Wind Turbine,WND,WT,6,1999,12,2013,HOWARD,32.235800,-101.358100,Map,Map,ERCO
58549,County of Alameda GSA,58625,Santa Rita Jail Hybrid,IPP CHP,CA,SRJFC,,1.0,1.0,1.0,Other Natural Gas,NG,FC,5,2006,12,2013,Alameda,37.719167,-121.886900,Map,Map,CISO
814,Entergy Arkansas LLC,173,Robert E Ritchie,Electric Utility,AR,2,,544.6,544.0,544.0,Natural Gas Steam Turbine,NG,ST,3,1968,11,2013,Phillips,34.462900,-90.598700,Map,Map,MISO
9230,City of Independence - (IA),1149,Independence (IA),Electric Utility,IA,1A,,1.8,1.8,1.8,Petroleum Liquids,DFO,IC,8,2000,11,2013,Buchanan,42.475300,-91.887220,Map,Map,MISO
3258,Central Iowa Power Cooperative,1218,Fair Station,Electric Utility,IA,1,,25.0,23.0,24.0,Conventional Steam Coal,BIT,ST,1,1960,11,2013,Muscatine,41.456900,-90.823300,Map,Map,MISO
3258,Central Iowa Power Cooperative,1218,Fair Station,Electric Utility,IA,2,,37.5,41.0,42.0,Conventional Steam Coal,BIT,ST,4,1967,11,2013,Muscatine,41.456900,-90.823300,Map,Map,MISO
4254,Consumers Energy Co,1706,Gaylord - Consumers,Electric Utility,MI,4,,16.0,12.0,15.0,Natural Gas Fired Combustion Turbine,NG,GT,8,1966,11,2013,Otsego,45.030600,-84.703900,Map,Map,MISO
5109,DTE Electric Company,1727,Dayton (MI),Electric Utility,MI,1,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,4,1966,11,2013,Wayne,42.175800,-83.533600,Map,Map,MISO
5109,DTE Electric Company,1727,Dayton (MI),Electric Utility,MI,2,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,4,1966,11,2013,Wayne,42.175800,-83.533600,Map,Map,MISO
5109,DTE Electric Company,1727,Dayton (MI),Electric Utility,MI,3,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,4,1966,11,2013,Wayne,42.175800,-83.533600,Map,Map,MISO
5109,DTE Electric Company,1727,Dayton (MI),Electric Utility,MI,4,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,4,1966,11,2013,Wayne,42.175800,-83.533600,Map,Map,MISO
5109,DTE Electric Company,1727,Dayton (MI),Electric Utility,MI,5,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,4,1966,11,2013,Wayne,42.175800,-83.533600,Map,Map,MISO
5109,DTE Electric Company,1731,Harbor Beach,Electric Utility,MI,1,,121.0,95.0,103.0,Conventional Steam Coal,BIT,ST,4,1968,11,2013,Huron,43.851900,-82.643600,Map,Map,MISO
5109,DTE Electric Company,1731,Harbor Beach,Electric Utility,MI,IC1,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,12,1967,11,2013,Huron,43.851900,-82.643600,Map,Map,MISO
5109,DTE Electric Company,1731,Harbor Beach,Electric Utility,MI,IC2,,2.0,2.0,2.0,Petroleum Liquids,DFO,IC,12,1967,11,2013,Huron,43.851900,-82.643600,Map,Map,MISO
3915,Coldwater Board of Public Util,1819,Coldwater,Electric Utility,MI,IC5,,6.0,6.0,6.0,Natural Gas Internal Combustion Engine,NG,IC,5,1978,11,2013,Branch,41.932216,-84.995450,Map,Map,MISO
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,Electric Utility,NC,1,,112.5,97.0,98.0,Conventional Steam Coal,BIT,ST,8,1954,11,2013,New Hanover,34.283056,-77.985280,Map,Map,CPLE
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,Electric Utility,NC,2,,112.5,90.0,95.0,Conventional Steam Coal,BIT,ST,5,1955,11,2013,New Hanover,34.283056,-77.985280,Map,Map,CPLE
3046,Duke Energy Progress - (NC),2713,L V Sutton Steam,Electric Utility,NC,3,,446.6,366.0,389.0,Conventional Steam Coal,BIT,ST,6,1972,11,2013,New Hanover,34.283056,-77.985280,Map,Map,CPLE
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,1,,12.5,12.0,12.0,Conventional Steam Coal,BIT,ST,6,1968,11,2013,Richland,40.880000,-82.656700,Map,Map,PJM
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,2,,12.5,12.0,12.0,Conventional Steam Coal,BIT,ST,5,1973,11,2013,Richland,40.880000,-82.656700,Map,Map,PJM
17043,City of Shelby - (OH),2943,Shelby Municipal Light Plant,Electric Utility,OH,4,,7.0,7.0,7.0,Conventional Steam Coal,BIT,ST,6,1954,11,2013,Richland,40.880000,-82.656700,Map,Map,PJM
17539,"Dominion Energy South Carolina, Inc",3280,Canadys Steam,Electric Utility,SC,2,,136.0,115.0,115.0,Conventional Steam Coal,BIT,ST,5,1964,11,2013,Colleton,33.064700,-80.622800,Map,Map,SCEG
