Entity ID,Entity Name,Plant ID,Plant Name,Sector,Plant State,Generator ID,Unit Code,Nameplate Capacity (MW),Net Summer Capacity (MW),Net Winter Capacity (MW),Technology,Energy Source Code,Prime Mover Code,Operating Month,Operating Year,Retirement Month,Retirement Year,County,Latitude,Longitude,Google Map,Bing Map,Balancing Authority Code
30151,"Tri-State G & T Assn, Inc",87,Escalante,Electric Utility,NM,1,,257.0,253.0,253.0,Conventional Steam Coal,SUB,ST,12,1984,11,2020,McKinley,35.415900,-108.082000,Map,Map,WACM
1752,Biola University,54296,Biola University Hybrid,Commercial CHP,CA,EG1,,0.6,0.6,0.6,Natural Gas Internal Combustion Engine,NG,IC,4,1990,11,2020,Los Angeles,33.906953,-118.013100,Map,Map,CISO
1752,Biola University,54296,Biola University Hybrid,Commercial CHP,CA,EG2,,0.6,0.6,0.6,Natural Gas Internal Combustion Engine,NG,IC,4,1990,11,2020,Los Angeles,33.906953,-118.013100,Map,Map,CISO
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,Electric Utility,AL,1,,66.0,78.0,78.0,Conventional Steam Coal,BIT,ST,6,1969,10,2020,Washington,31.488019,-87.910750,Map,Map,AEC
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,Electric Utility,AL,2,,236.0,238.0,238.0,Conventional Steam Coal,BIT,ST,6,1978,10,2020,Washington,31.488019,-87.910750,Map,Map,AEC
189,PowerSouth Energy Cooperative,56,Lowman Energy Center,Electric Utility,AL,3,,236.0,238.0,238.0,Conventional Steam Coal,BIT,ST,6,1980,10,2020,Washington,31.488019,-87.910750,Map,Map,AEC
6455,"Duke Energy Florida, LLC",624,Avon Park,Electric Utility,FL,P1,,33.7,24.0,25.0,Natural Gas Fired Combustion Turbine,NG,GT,12,1968,10,2020,Highlands,27.579444,-81.492780,Map,Map,FPC
6455,"Duke Energy Florida, LLC",624,Avon Park,Electric Utility,FL,P2,,33.7,24.0,25.0,Petroleum Liquids,DFO,GT,12,1968,10,2020,Highlands,27.579444,-81.492780,Map,Map,FPC
15248,Portland General Electric Co,6106,Boardman,Electric Utility,OR,1,,642.2,585.0,585.0,Conventional Steam Coal,SUB,ST,8,1980,10,2020,Morrow,45.693182,-119.808800,Map,Map,PGE
15474,Public Service Co of Oklahoma,127,Oklaunion,Electric Utility,TX,1,,720.0,650.0,650.0,Conventional Steam Coal,SUB,ST,12,1986,9,2020,Wilbarger,34.082500,-99.175300,Map,Map,SWPP
61130,"Helix Ravenswood, LLC",2500,Ravenswood,IPP Non-CHP,NY,GT4,,21.1,12.9,15.6,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,9,2020,Queens,40.759167,-73.946110,Map,Map,NYIS
61130,"Helix Ravenswood, LLC",2500,Ravenswood,IPP Non-CHP,NY,GT5,,21.1,15.5,17.2,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,9,2020,Queens,40.759167,-73.946110,Map,Map,NYIS
61130,"Helix Ravenswood, LLC",2500,Ravenswood,IPP Non-CHP,NY,GT6,,22.0,12.6,16.5,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,9,2020,Queens,40.759167,-73.946110,Map,Map,NYIS
61130,"Helix Ravenswood, LLC",2500,Ravenswood,IPP Non-CHP,NY,GT9,,25.0,16.3,22.8,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,9,2020,Queens,40.759167,-73.946110,Map,Map,NYIS
55269,NextEra Energy Duane Arnold LLC,1060,Duane Arnold Energy Center,IPP Non-CHP,IA,1,,679.5,601.4,622.1,Nuclear,NUC,ST,2,1975,8,2020,Linn,42.101100,-91.778100,Map,Map,MISO
12653,"Lanyard Power Holdings, LLC",1572,Dickerson,IPP Non-CHP,MD,2,,196.0,173.0,173.0,Conventional Steam Coal,BIT,ST,4,1960,8,2020,Montgomery,39.209700,-77.464400,Map,Map,PJM
12653,"Lanyard Power Holdings, LLC",1572,Dickerson,IPP Non-CHP,MD,3,,196.0,173.0,173.0,Conventional Steam Coal,BIT,ST,3,1962,8,2020,Montgomery,39.209700,-77.464400,Map,Map,PJM
12653,"Lanyard Power Holdings, LLC",1572,Dickerson,IPP Non-CHP,MD,ST1,,196.0,173.0,173.0,Conventional Steam Coal,BIT,ST,6,1959,8,2020,Montgomery,39.209700,-77.464400,Map,Map,PJM
13756,Northern Indiana Pub Serv Co,995,Bailly,Electric Utility,IN,10,,37.5,31.0,31.0,Natural Gas Fired Combustion Turbine,NG,GT,11,1968,7,2020,Porter,41.645000,-87.122500,Map,Map,MISO
20737,Willmar Municipal Utilities,2022,Willmar,Electric Utility,MN,3,,18.0,16.8,16.8,Natural Gas Steam Turbine,NG,ST,11,1970,7,2020,Kandiyohi,45.121705,-95.053240,Map,Map,MISO
20737,Willmar Municipal Utilities,2022,Willmar,Electric Utility,MN,ST2,,8.0,6.5,6.5,Natural Gas Steam Turbine,NG,ST,9,1956,7,2020,Kandiyohi,45.121705,-95.053240,Map,Map,MISO
57128,Bloom Energy,59281,eBay - South Jordan,IPP Non-CHP,UT,EBY00,,6.0,6.0,6.0,Other Natural Gas,NG,FC,9,2013,7,2020,Salt Lake,40.560556,-112.047800,Map,Map,PACE
57128,Bloom Energy,59281,eBay - South Jordan,IPP Non-CHP,UT,EBY03,,3.8,3.8,3.8,Other Natural Gas,NG,FC,3,2015,7,2020,Salt Lake,40.560556,-112.047800,Map,Map,PACE
60422,H.A. Wagner LLC,1554,Herbert A Wagner,IPP Non-CHP,MD,2,,136.0,118.0,118.0,Conventional Steam Coal,RC,ST,1,1959,6,2020,Anne Arundel,39.178100,-76.526800,Map,Map,PJM
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT1,,18.0,14.0,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,6,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT2,,18.0,14.0,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,6,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT3,,18.0,14.0,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,6,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT4,,18.0,14.0,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,6,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
4161,Constellation Power Source Gen,1560,Westport,IPP Non-CHP,MD,GT5,,121.5,115.8,115.8,Natural Gas Fired Combustion Turbine,NG,GT,2,1969,6,2020,Baltimore City,39.266040,-76.629540,Map,Map,PJM
7483,City of Grand Haven - (MI),1825,J B Sims,Electric Utility,MI,3,,80.0,69.1,69.1,Conventional Steam Coal,BIT,ST,8,1983,6,2020,Ottawa,43.070600,-86.235000,Map,Map,MISO
7483,City of Grand Haven - (MI),1826,Grand Haven Diesel Plant,Electric Utility,MI,1,,7.0,8.4,8.4,Natural Gas Internal Combustion Engine,NG,IC,2,1974,6,2020,Ottawa,43.059800,-86.237900,Map,Map,MISO
58620,AEP Generation Resources Inc,2840,Conesville,IPP Non-CHP,OH,4,,841.5,780.0,780.0,Conventional Steam Coal,BIT,ST,6,1973,6,2020,Coshocton,40.184200,-81.881100,Map,Map,PJM
20856,Wisconsin Power & Light Co,4057,Rock River,Electric Utility,WI,3,,37.5,21.5,25.6,Natural Gas Fired Combustion Turbine,NG,GT,8,1967,6,2020,Rock,42.583094,-89.025920,Map,Map,MISO
20856,Wisconsin Power & Light Co,4057,Rock River,Electric Utility,WI,4,,18.0,14.3,15.8,Natural Gas Fired Combustion Turbine,NG,GT,12,1968,6,2020,Rock,42.583094,-89.025920,Map,Map,MISO
20856,Wisconsin Power & Light Co,4057,Rock River,Electric Utility,WI,5,,56.7,45.1,52.8,Natural Gas Fired Combustion Turbine,NG,GT,6,1972,6,2020,Rock,42.583094,-89.025920,Map,Map,MISO
20856,Wisconsin Power & Light Co,4057,Rock River,Electric Utility,WI,6,,56.7,33.7,38.9,Natural Gas Fired Combustion Turbine,NG,GT,6,1972,6,2020,Rock,42.583094,-89.025920,Map,Map,MISO
20856,Wisconsin Power & Light Co,4059,Sheepskin,Electric Utility,WI,1,,41.7,27.2,33.3,Natural Gas Fired Combustion Turbine,NG,GT,6,1971,6,2020,Rock,42.834700,-89.110830,Map,Map,MISO
6035,Exelon Power,7701,Fairless Hills,IPP Non-CHP,PA,A,,30.0,30.0,30.0,Landfill Gas,LFG,ST,12,1996,6,2020,Bucks,40.140500,-74.750600,Map,Map,PJM
6035,Exelon Power,7701,Fairless Hills,IPP Non-CHP,PA,B,,30.0,30.0,30.0,Landfill Gas,LFG,ST,12,1996,6,2020,Bucks,40.140500,-74.750600,Map,Map,PJM
5624,"RED-Rochester, LLC",10025,"RED-Rochester, LLC",Industrial CHP,NY,22TG,,12.5,12.5,12.5,Natural Gas Steam Turbine,NG,ST,8,1954,6,2020,Monroe,43.198900,-77.631900,Map,Map,NYIS
61351,APTIM Environmental & Infrastructure,54934,Keystone Recovery,IPP Non-CHP,PA,NO 1,,0.8,0.7,0.7,Landfill Gas,LFG,IC,1,1995,6,2020,Lackawanna,41.436308,-75.598440,Map,Map,PJM
61351,APTIM Environmental & Infrastructure,54934,Keystone Recovery,IPP Non-CHP,PA,NO 2,,0.8,0.7,0.7,Landfill Gas,LFG,IC,1,1995,6,2020,Lackawanna,41.436308,-75.598440,Map,Map,PJM
61351,APTIM Environmental & Infrastructure,54934,Keystone Recovery,IPP Non-CHP,PA,NO 3,,0.8,0.7,0.7,Landfill Gas,LFG,IC,1,1995,6,2020,Lackawanna,41.436308,-75.598440,Map,Map,PJM
61351,APTIM Environmental & Infrastructure,54934,Keystone Recovery,IPP Non-CHP,PA,NO 4,,0.8,0.7,0.7,Landfill Gas,LFG,IC,1,1995,6,2020,Lackawanna,41.436308,-75.598440,Map,Map,PJM
61351,APTIM Environmental & Infrastructure,54934,Keystone Recovery,IPP Non-CHP,PA,NO 5,,0.8,0.7,0.7,Landfill Gas,LFG,IC,3,1996,6,2020,Lackawanna,41.436308,-75.598440,Map,Map,PJM
61351,APTIM Environmental & Infrastructure,54934,Keystone Recovery,IPP Non-CHP,PA,NO 6,,0.8,0.7,0.7,Landfill Gas,LFG,IC,3,1996,6,2020,Lackawanna,41.436308,-75.598440,Map,Map,PJM
61351,APTIM Environmental & Infrastructure,54934,Keystone Recovery,IPP Non-CHP,PA,NO 7,,0.8,0.7,0.7,Landfill Gas,LFG,IC,3,1996,6,2020,Lackawanna,41.436308,-75.598440,Map,Map,PJM
14268,City of Owensboro - (KY),1374,Elmer Smith,Electric Utility,KY,1,,163.2,137.0,142.3,Conventional Steam Coal,BIT,ST,4,1964,5,2020,Daviess,37.794200,-87.060800,Map,Map,LGEE
14268,City of Owensboro - (KY),1374,Elmer Smith,Electric Utility,KY,2,,282.1,262.8,265.5,Conventional Steam Coal,BIT,ST,3,1974,5,2020,Daviess,37.794200,-87.060800,Map,Map,LGEE
17698,Southwestern Electric Power Co,1417,Lieberman,Electric Utility,LA,2,,25.0,26.0,26.0,Natural Gas Steam Turbine,NG,ST,4,1949,5,2020,Caddo,32.704700,-93.959700,Map,Map,SWPP
6526,FirstEnergy Generation Corp,2866,FirstEnergy W H Sammis,IPP Non-CHP,OH,1,,190.4,180.0,180.0,Conventional Steam Coal,BIT,ST,8,1959,5,2020,Jefferson,40.531700,-80.631900,Map,Map,PJM
6526,FirstEnergy Generation Corp,2866,FirstEnergy W H Sammis,IPP Non-CHP,OH,2,,190.4,180.0,180.0,Conventional Steam Coal,BIT,ST,7,1960,5,2020,Jefferson,40.531700,-80.631900,Map,Map,PJM
6526,FirstEnergy Generation Corp,2866,FirstEnergy W H Sammis,IPP Non-CHP,OH,3,,190.4,180.0,180.0,Conventional Steam Coal,BIT,ST,7,1961,5,2020,Jefferson,40.531700,-80.631900,Map,Map,PJM
6526,FirstEnergy Generation Corp,2866,FirstEnergy W H Sammis,IPP Non-CHP,OH,4,,190.4,180.0,180.0,Conventional Steam Coal,BIT,ST,11,1962,5,2020,Jefferson,40.531700,-80.631900,Map,Map,PJM
17698,Southwestern Electric Power Co,3476,Knox Lee,Electric Utility,TX,2,,38.0,31.0,31.0,Natural Gas Steam Turbine,NG,ST,12,1950,5,2020,Gregg,32.376600,-94.641500,Map,Map,SWPP
17698,Southwestern Electric Power Co,3476,Knox Lee,Electric Utility,TX,3,,38.0,25.0,25.0,Natural Gas Steam Turbine,NG,ST,6,1952,5,2020,Gregg,32.376600,-94.641500,Map,Map,SWPP
17698,Southwestern Electric Power Co,3477,Lone Star,Electric Utility,TX,1,,40.0,50.0,50.0,Natural Gas Steam Turbine,NG,ST,3,1954,5,2020,Morris,32.921500,-94.722600,Map,Map,SWPP
9379,"Inter-Power/AhlCon Partners, L.P.",10143,Colver Green Energy,IPP Non-CHP,PA,COLV,,118.0,110.0,110.0,Conventional Steam Coal,WC,ST,2,1995,5,2020,Cambria,40.550000,-78.800000,Map,Map,PJM
15174,Freeport McMoRan Oil & Gas,50623,Gaviota Oil Plant,Industrial CHP,CA,GENA,,3.5,3.0,3.4,Natural Gas Fired Combustion Turbine,NG,GT,12,1987,5,2020,Santa Barbara,34.475067,-120.205100,Map,Map,CISO
15174,Freeport McMoRan Oil & Gas,50623,Gaviota Oil Plant,Industrial CHP,CA,GENB,,3.5,3.0,3.4,Natural Gas Fired Combustion Turbine,NG,GT,12,1987,5,2020,Santa Barbara,34.475067,-120.205100,Map,Map,CISO
15174,Freeport McMoRan Oil & Gas,50623,Gaviota Oil Plant,Industrial CHP,CA,GENC,,3.5,3.0,3.4,Natural Gas Fired Combustion Turbine,NG,GT,12,1987,5,2020,Santa Barbara,34.475067,-120.205100,Map,Map,CISO
15174,Freeport McMoRan Oil & Gas,50623,Gaviota Oil Plant,Industrial CHP,CA,GEND,,3.5,3.0,3.4,Natural Gas Fired Combustion Turbine,NG,GT,12,1987,5,2020,Santa Barbara,34.475067,-120.205100,Map,Map,CISO
17897,St Mary's Hospital,54262,Saint Marys Hospital Power Plant,Commercial CHP,MN,6,,2.7,2.7,2.7,Natural Gas Internal Combustion Engine,NG,IC,1,1989,5,2020,Olmsted,44.097850,-92.479820,Map,Map,MISO
57172,SC Landfill Energy LLC,57843,SC Landfill Energy LLC,IPP Non-CHP,NJ,GEN1,,1.9,1.8,1.8,Landfill Gas,LFG,IC,12,2008,5,2020,Salem,39.588889,-75.376390,Map,Map,PJM
57173,AC Landfill Energy LLC,57845,AC Landfill Energy LLC,IPP Non-CHP,NJ,UNIT1,,1.6,1.5,1.5,Landfill Gas,LFG,IC,3,2005,5,2020,Atlantic,39.417500,-74.542220,Map,Map,PJM
57173,AC Landfill Energy LLC,57845,AC Landfill Energy LLC,IPP Non-CHP,NJ,UNIT2,,1.9,1.8,1.8,Landfill Gas,LFG,IC,3,2005,5,2020,Atlantic,39.417500,-74.542220,Map,Map,PJM
57174,SX Landfill Energy LLC,57846,SX Landfill Energy LLC,IPP Non-CHP,NJ,UNIT1,,1.6,1.5,1.5,Landfill Gas,LFG,IC,6,2011,5,2020,Sussex,41.093613,-74.678850,Map,Map,PJM
57174,SX Landfill Energy LLC,57846,SX Landfill Energy LLC,IPP Non-CHP,NJ,UNIT2,,1.6,1.5,1.5,Landfill Gas,LFG,IC,6,2011,5,2020,Sussex,41.093613,-74.678850,Map,Map,PJM
57175,BC Landfill Energy LLC,57847,BC Landfill Energy LLC,IPP Non-CHP,NJ,UNIT1,,1.5,1.4,1.4,Landfill Gas,LFG,IC,8,2007,5,2020,Burlington,40.074167,-74.665560,Map,Map,PJM
57175,BC Landfill Energy LLC,57847,BC Landfill Energy LLC,IPP Non-CHP,NJ,UNIT2,,1.5,1.4,1.4,Landfill Gas,LFG,IC,8,2007,5,2020,Burlington,40.074167,-74.665560,Map,Map,PJM
57175,BC Landfill Energy LLC,57847,BC Landfill Energy LLC,IPP Non-CHP,NJ,UNIT3,,1.5,1.4,1.4,Landfill Gas,LFG,IC,8,2007,5,2020,Burlington,40.074167,-74.665560,Map,Map,PJM
57175,BC Landfill Energy LLC,57847,BC Landfill Energy LLC,IPP Non-CHP,NJ,UNIT4,,1.5,1.4,1.4,Landfill Gas,LFG,IC,8,2007,5,2020,Burlington,40.074167,-74.665560,Map,Map,PJM
57175,BC Landfill Energy LLC,57847,BC Landfill Energy LLC,IPP Non-CHP,NJ,UNIT5,,1.5,1.4,1.4,Landfill Gas,LFG,IC,8,2007,5,2020,Burlington,40.074167,-74.665560,Map,Map,PJM
59878,Clean Fuel Partners Dane,59559,Clean Fuel Dane Community Digester,IPP CHP,WI,GEN#1,,1.0,1.0,1.0,Other Waste Biomass,OBG,IC,3,2011,5,2020,Dane,43.217222,-89.479170,Map,Map,MISO
59878,Clean Fuel Partners Dane,59559,Clean Fuel Dane Community Digester,IPP CHP,WI,GEN#2,,1.0,1.0,1.0,Other Waste Biomass,OBG,IC,3,2011,5,2020,Dane,43.217222,-89.479170,Map,Map,MISO
6027,Entergy Nuclear Indian Point 2,2497,Indian Point 2,IPP Non-CHP,NY,2,,"1,299.0","1,016.1","1,025.9",Nuclear,NUC,ST,8,1973,4,2020,Westchester,41.270556,-73.952700,Map,Map,NYIS
55970,JHP Pharmaceuticals LLC,50318,Par Sterile Products,Industrial CHP,MI,38-1,,2.8,2.8,3.7,Natural Gas Fired Combustion Turbine,NG,GT,11,1986,4,2020,Oakland,42.683670,-83.114340,Map,Map,MISO
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT5,,18.0,14.6,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,3,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT6,,18.0,15.6,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,3,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT7,,18.0,14.5,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,3,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
4161,Constellation Power Source Gen,1555,Notch Cliff,IPP Non-CHP,MD,GT8,,18.0,16.0,16.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1969,3,2020,Baltimore,39.421700,-76.508700,Map,Map,PJM
5860,Empire District Electric Co,2076,Asbury,Electric Utility,MO,1,,212.8,198.0,198.0,Conventional Steam Coal,SUB,ST,6,1970,3,2020,Jasper,37.361315,-94.589260,Map,Map,SWPP
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,1,,66.8,50.0,63.0,Natural Gas Fired Combustion Turbine,NG,GT,8,1974,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,10,,65.8,49.0,65.0,Petroleum Liquids,DFO,GT,8,1974,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,2,,65.8,48.0,61.0,Petroleum Liquids,DFO,GT,8,1974,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,3,,66.8,50.0,63.0,Natural Gas Fired Combustion Turbine,NG,GT,8,1974,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,4,,65.8,48.0,60.0,Petroleum Liquids,DFO,GT,8,1974,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,6,,65.8,43.0,62.0,Petroleum Liquids,DFO,GT,8,1974,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,7,,66.8,47.0,61.0,Natural Gas Fired Combustion Turbine,NG,GT,6,1975,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),3250,Darlington County,Electric Utility,SC,8,,65.8,44.0,62.0,Petroleum Liquids,DFO,GT,8,1974,3,2020,Darlington,34.418500,-80.165700,Map,Map,CPLE
22129,Somerset Operating Co LLC,6082,Somerset Operating Co LLC,IPP Non-CHP,NY,1,,655.1,685.9,692.5,Conventional Steam Coal,BIT,ST,8,1984,3,2020,Niagara,43.358889,-78.604720,Map,Map,NYIS
7049,General Electric Aircraft Engines,10029,General Electric Aircraft Engines,Industrial Non-CHP,MA,GEN5,,10.0,8.5,8.5,Natural Gas Steam Turbine,NG,ST,1,1948,3,2020,Essex,42.450000,-70.973900,Map,Map,ISNE
7049,General Electric Aircraft Engines,10029,General Electric Aircraft Engines,Industrial Non-CHP,MA,GEN6,,10.0,8.5,8.5,Natural Gas Steam Turbine,NG,ST,1,1956,3,2020,Essex,42.450000,-70.973900,Map,Map,ISNE
7049,General Electric Aircraft Engines,10029,General Electric Aircraft Engines,Industrial Non-CHP,MA,GEN7,,12.5,6.8,7.8,Natural Gas Steam Turbine,NG,ST,1,1968,3,2020,Essex,42.450000,-70.973900,Map,Map,ISNE
2770,Terra-Gen Operating Co-Wind,50386,Windland,IPP Non-CHP,CA,WING,,15.3,15.3,15.3,Onshore Wind Turbine,WND,WT,12,1982,3,2020,Kern,35.052200,-118.358100,Map,Map,CISO
16668,Sabine Cogen LP,55104,Sabine Cogen,IPP CHP,TX,CTG1,CC1,37.4,33.1,35.3,Natural Gas Fired Combined Cycle,NG,CT,1,2000,3,2020,Orange,30.044400,-93.771390,Map,Map,MISO
16668,Sabine Cogen LP,55104,Sabine Cogen,IPP CHP,TX,CTG2,CC1,37.4,33.6,35.5,Natural Gas Fired Combined Cycle,NG,CT,1,2000,3,2020,Orange,30.044400,-93.771390,Map,Map,MISO
16668,Sabine Cogen LP,55104,Sabine Cogen,IPP CHP,TX,STG,CC1,31.7,20.0,20.0,Natural Gas Fired Combined Cycle,NG,CA,1,2000,3,2020,Orange,30.044400,-93.771390,Map,Map,MISO
56046,High Plains Wind Power LLC,56834,High Plains,IPP Non-CHP,TX,1,,10.0,10.0,10.0,Onshore Wind Turbine,WND,WT,4,2008,3,2020,Carson,35.350300,-101.540000,Map,Map,SWPP
6526,FirstEnergy Generation Corp,2837,FirstEnergy Eastlake,IPP Non-CHP,OH,6,,32.0,24.0,29.0,Petroleum Liquids,DFO,GT,12,1973,2,2020,Lake,41.671100,-81.442500,Map,Map,PJM
2770,Terra-Gen Operating Co-Wind,50485,Altech III,IPP Non-CHP,CA,GEN1,,21.7,21.7,21.7,Onshore Wind Turbine,WND,WT,12,1985,2,2020,Riverside,33.915023,-116.555100,Map,Map,CISO
2770,Terra-Gen Operating Co-Wind,50485,Altech III,IPP Non-CHP,CA,GEN2,,3.4,3.4,3.4,Onshore Wind Turbine,WND,WT,12,1984,2,2020,Riverside,33.915023,-116.555100,Map,Map,CISO
20541,Wheelabrator Environmental Systems,50879,Wheelabrator Frackville Energy,IPP CHP,PA,GEN1,,48.0,42.5,42.5,Conventional Steam Coal,WC,ST,9,1988,2,2020,Schuylkill,40.782377,-76.176180,Map,Map,PJM
55600,Cadillac Renewable Energy LLC,54415,Cadillac Renewable Energy,IPP Non-CHP,MI,GEN1,,44.0,38.0,38.0,Wood/Wood Waste Biomass,WDS,ST,8,1993,2,2020,Wexford,44.261690,-85.435220,Map,Map,MISO
2770,Terra-Gen Operating Co-Wind,57301,Dutch Wind Energy,IPP Non-CHP,CA,DEC,,8.0,8.0,8.0,Onshore Wind Turbine,WND,WT,8,1994,2,2020,Riverside,33.894200,-116.560300,Map,Map,CISO
56953,"Bos Dairy, LLC",57625,"Bos Dairy, LLC",Industrial Non-CHP,IN,BOS2,,0.7,0.6,0.6,Natural Gas Internal Combustion Engine,NG,IC,2,2011,2,2020,Jasper,41.115300,-87.232800,Map,Map,MISO
57463,Kimberly-Clark Worldwide Inc,58083,Fullerton Mill CHP,Industrial CHP,CA,GTG1,CC1,19.0,12.0,13.0,Natural Gas Fired Combined Cycle,NG,CT,7,2002,2,2020,Orange,33.861667,-117.893100,Map,Map,CISO
57463,Kimberly-Clark Worldwide Inc,58083,Fullerton Mill CHP,Industrial CHP,CA,STG1,CC1,2.0,1.0,1.0,Natural Gas Fired Combined Cycle,NG,CA,7,2002,2,2020,Orange,33.861667,-117.893100,Map,Map,CISO
63754,Innolith Snook LLC,60213,NA 1(Hagerstown),IPP Non-CHP,MD,MPSHG,,2.0,2.0,2.0,Batteries,MWH,BA,4,2017,2,2020,Washington,39.618890,-77.712120,Map,Map,PJM
18642,Tennessee Valley Authority,1378,Paradise,Electric Utility,KY,3,,"1,150.2",971.0,"1,017.0",Conventional Steam Coal,BIT,ST,2,1970,1,2020,Muhlenberg,37.260800,-86.978300,Map,Map,TVA
3046,Duke Energy Progress - (NC),2706,Asheville,Electric Utility,NC,1,,206.6,189.0,192.0,Conventional Steam Coal,BIT,ST,5,1964,1,2020,Buncombe,35.473100,-82.541700,Map,Map,CPLE
3046,Duke Energy Progress - (NC),2706,Asheville,Electric Utility,NC,2,,207.0,189.0,192.0,Conventional Steam Coal,BIT,ST,5,1971,1,2020,Buncombe,35.473100,-82.541700,Map,Map,CPLE
15298,Talen Montana LLC,6076,Colstrip,IPP Non-CHP,MT,1,,358.0,307.0,307.0,Conventional Steam Coal,SUB,ST,11,1975,1,2020,Rosebud,45.883100,-106.614000,Map,Map,NWMT
15298,Talen Montana LLC,6076,Colstrip,IPP Non-CHP,MT,2,,358.0,307.0,307.0,Conventional Steam Coal,SUB,ST,8,1976,1,2020,Rosebud,45.883100,-106.614000,Map,Map,NWMT
12949,Morgantown Energy Associates,10743,Morgantown Energy Facility,IPP CHP,WV,GEN1,,68.9,50.0,50.0,Conventional Steam Coal,WC,ST,11,1991,1,2020,Monongalia,39.639700,-79.960560,Map,Map,PJM
2770,Terra-Gen Operating Co-Wind,52160,Victory Garden Phase IV LLC,IPP Non-CHP,CA,WGNS,,22.0,22.0,22.0,Onshore Wind Turbine,WND,WT,5,1990,1,2020,Kern,35.076000,-118.366400,Map,Map,CISO
2770,Terra-Gen Operating Co-Wind,52161,Terra-Gen 251 Wind LLC,IPP Non-CHP,CA,WGNS,,18.4,18.4,18.4,Onshore Wind Turbine,WND,WT,1,1987,1,2020,Kern,35.085300,-118.354700,Map,Map,CISO
2770,Terra-Gen Operating Co-Wind,54681,Difwind Farms Ltd I,IPP Non-CHP,CA,EXIS,,7.3,7.3,7.3,Onshore Wind Turbine,WND,WT,1,1986,1,2020,Riverside,33.898856,-116.572800,Map,Map,CISO
2770,Terra-Gen Operating Co-Wind,54682,Difwind Farms Ltd II,IPP Non-CHP,CA,EXIS,,5.5,5.4,5.4,Onshore Wind Turbine,WND,WT,1,1986,1,2020,Riverside,33.893685,-116.567800,Map,Map,CISO
2770,Terra-Gen Operating Co-Wind,54685,Difwind Farms Ltd V,IPP Non-CHP,CA,EXIS,,11.7,11.6,11.6,Onshore Wind Turbine,WND,WT,1,1987,1,2020,Riverside,33.887401,-116.578200,Map,Map,CISO
9155,Inland Empire Energy Ctr LLC,55853,Inland Empire Energy Center,IPP Non-CHP,CA,1,,409.5,345.0,376.0,Natural Gas Fired Combined Cycle,NG,CS,7,2009,1,2020,Riverside,33.738839,-117.170400,Map,Map,CISO
